year,university_nid,country,university,rank,overall_score,International Students Ratio_score,International Faculty Ratio_score,Faculty Student Ratio_score,Citations per Faculty_score,Academic Reputation_score,Employer Reputation_score
2021,296338,Argentina,Universidad Nacional de Rosario (UNR),921,n/a,,,,,17.1,
2021,296828,Argentina,Universidad Nacional de San Luis,922,n/a,,,41.4,,,
2021,296885,Peru,Universidad Nacional Mayor de San Marcos,923,n/a,,,,,,33.8
2021,293514,Venezuela,Universidad Simón Bolívar (USB),924,n/a,,,,,,32
2021,295086,Chile,Universidad Técnica Federico Santa María (USM),925,n/a,,,,,,42
2021,297571,Panama,Universidad Tecnológica de Panamá (UTP),926,n/a,,,24.9,,,26.3
2021,293517,Argentina,Universidad Tecnológica Nacional (UTN),927,n/a,,,41.8,,,30.2
2021,294547,Portugal,Universidade Católica Portuguesa - UCP,928,n/a,18.1,,,,,22.5
2021,296462,Spain,Universidade da Coruña ,929,n/a,,,30.8,,,
2021,296864,Brazil,Universidade de Brasília,930,n/a,,,,,21,
2021,293554,Brazil,Universidade Federal de Santa Catarina ,931,n/a,,,,,17,
2021,293556,Brazil,Universidade Federal de São Carlos (UFSCar),932,n/a,,,,18.5,,
2021,296868,Brazil,Universidade Federal do Paraná - UFPR,933,n/a,,,,,,
2021,296866,Brazil,Universidade Federal de Pernambuco (UFPE) ,934,n/a,,,25.2,,,
2021,294552,Italy,Catania University,935,n/a,,,,33.8,,
2021,296561,Italy,Universita' degli Studi di Ferrara,936,n/a,,,,49.8,,
2021,294881,Italy,University of Salerno,937,n/a,,,,35.2,,
2021,334604,Italy,Università degli Studi di Udine,938,n/a,,,,29,,
2021,296979,Italy,Università degli studi Roma Tre,939,n/a,,,,,18.5,
2021,296977,Italy,University of Calabria,940,n/a,,,,32.9,,
2021,296533,Italy,Universita' Politecnica delle Marche,941,n/a,,,,42.1,,
2021,295205,Italy,University of Palermo,942,n/a,,,,28.8,,
2021,294599,Germany,Bielefeld University,943,n/a,,24.2,,,,
2021,296570,Germany,Universität Potsdam,944,n/a,21.6,,,,,
2021,294830,France,Université de Lorraine,945,n/a,40.4,23.5,,,,
2021,293598,France,Nantes University,946,n/a,18,18.3,,,,
2021,297447,France,Université de Rennes 1,947,n/a,,,,,,
2021,296615,France,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),948,n/a,18.6,25.8,,28.7,,
2021,294844,France,Paul Valéry University Montpellier,949,n/a,82.9,17.1,,,,
2021,297241,France,Université Toulouse 1 Capitole,950,n/a,58,33.7,,,,
2021,294949,Malaysia,Universiti Malaysia Sarawak (UNIMAS),951,n/a,,36.1,,,,
2021,294953,Malaysia,Universiti Tunku Abdul Rahman (UTAR),952,n/a,,,,,,27.6
2021,293738,Malaysia,Universiti Malaysia Perlis,953,n/a,,,46.3,,,
2021,294641,United States,The University of Alabama,954,n/a,,,,,,22.1
2021,293327,Iraq,University of Baghdad,955,n/a,,,35.2,,,
2021,293315,Bahrain,University of Bahrain,956,n/a,29.9,98.8,,,,
2021,294611,Italy,University of Bari,957,n/a,,,,27.1,,
2021,297368,United Kingdom,University of Brighton,958,n/a,54.3,54.2,,,,
2021,294579,Romania,University of Bucharest,959,n/a,,,,,,
2021,294575,India,University of Calcutta,960,n/a,,,,21.3,,
2021,294543,United Kingdom,University of Central Lancashire,961,n/a,47.7,31.2,,,,
2021,294510,Greece,University of Crete,962,n/a,,,,31.1,,
2021,294499,Bangladesh,University of Dhaka,963,n/a,,,,,,31.5
2021,297350,United Kingdom,University of East London,964,n/a,94.5,78.3,,,,
2021,297063,Pakistan,University of Engineering & Technology (UET) Lahore,965,n/a,,,,,,36.6
2021,296409,Poland,UNIVERSITY OF GDANSK,966,n/a,,,24.9,,,
2021,297574,United Kingdom,University of Hertfordshire,967,n/a,86.9,53.7,,,,
2021,293820,Iraq,University of Kufa,968,n/a,,,36.8,,,
2021,294818,South Africa,University of Kwazulu-Natal,969,n/a,,30.6,,19.4,,
2021,293720,Latvia,University of Latvia,970,n/a,,18.3,,,,
2021,296375,United Kingdom,University of Lincoln,971,n/a,,77.3,,,,
2021,294038,Poland,University of Lodz,972,n/a,,,32.7,,,
2021,297141,Malaysia,Universiti Malaysia Sabah (UMS),973,n/a,,21.6,,,,
2021,294144,Malta,University of Malta,974,n/a,,17.7,44.7,,,
2021,297348,Slovenia,University of Maribor,975,n/a,,,38.3,,,
2021,297405,Hungary,University of Miskolc ,976,n/a,,,34.1,,,
2021,295244,United States,University of Mississippi,977,n/a,,,37.4,,,
2021,297044,Australia,University of New England Australia,978,n/a,,,,26.9,,
2021,294748,United States,University of New Hampshire,979,n/a,,,,36.8,,
2021,297534,Czechia,University of Pardubice,980,n/a,,,32.4,,,
2021,295243,Italy,University of Parma,981,n/a,,,,40.1,,
2021,371300,Croatia,University of Rijeka,982,n/a,,,37.6,,,
2021,297473,United Kingdom,University of Salford,983,n/a,47,36,,,,
2021,297472,United States,University of San Diego,984,n/a,,,26.2,,,
2021,297425,Philippines,University of Santo Tomas,985,n/a,,29.7,,,,
2021,297586,United States,University of the Pacific,986,n/a,,,41.8,,,
2021,296700,Pakistan,University of the Punjab,987,n/a,,,,,,32.2
2021,297189,United Kingdom,University of the West of England,988,n/a,53.4,42.7,,,,
2021,296500,Poland,University of Wroclaw,989,n/a,,,,,,
2021,294762,United States,University of Wyoming,990,n/a,,,,39.6,,
2021,293611,Croatia,University of Zagreb,991,n/a,,,32.3,,,
2021,294763,United States,Utah State University ,992,n/a,,,,32.8,,
2021,293776,Italy,Verona University,993,n/a,,,,26.9,,
2021,297651,Vietnam,Viet Nam National University Ho Chi Minh City (VNU-HCM),994,n/a,,,,,20.4,
2021,294945,Vietnam,"Vietnam National University, Hanoi ",995,n/a,,,,,,
2021,296510,Lithuania,Vytautas Magnus University,996,n/a,18.7,27.6,,,,
2021,296503,Poland,Wroclaw University of Science and Technology (WRUST),997,n/a,,,29.8,,,
2021,296816,China (Mainland),Wuhan University of Technology,998,n/a,,,,23.4,,
2021,296875,China (Mainland),Xi'an Jiaotong Liverpool University,999,n/a,,100,,,,
2021,296770,Japan,Yamaguchi University ,1000,n/a,,,48.9,,,
2021,297154,South Korea,Yeungnam University ,1001,n/a,,22.2,,27.5,,
2021,297174,Japan,Yokohama National University,1002,n/a,,,24.6,,,
2021,297636,Egypt,Al-Azhar University,1003,n/a,,,,,,
2021,297636,,Al-Azhar University,1004,n/a,,56.3,,,,
2021,296483,Romania,Alexandru Ioan Cuza University,1005,n/a,,,,,,
2021,293723,India,Amity University,1006,n/a,18.7,,,,,
2021,293345,Palestinian Territories,An-Najah National University,1007,n/a,18,33.6,,,,
2021,294633,Japan,Aoyama Gakuin University,1008,n/a,,18.3,,,,
2021,297625,Egypt,Assiut University ,1009,n/a,,29.4,,,,
2021,294114,Azerbaijan,Azerbaijan State University of Economics,1010,n/a,,,,,,
2021,293624,Azerbaijan,Baku State University,1011,n/a,,,24.3,,,
2021,294608,United States,Baylor College of Medicine,1012,n/a,25.4,,100,,,
2021,371289,Belarus,Belarusian State University of Informatics and Radioelectronics,1013,n/a,,,,,,
2021,293359,Mexico,Benemerita Universidad Autonoma de Puebla,1014,n/a,,,,,,
2021,294600,Norway,BI Norwegian Business School,1015,n/a,18.8,80.5,,22,,
2021,297324,India,"Birla Institute of Technology and Science, Pilani",1016,n/a,,,,20.9,,
2021,293346,Palestinian Territories,Birzeit university,1017,n/a,,,,,,
2021,294588,United States,Brigham Young University,1018,n/a,,,,20.7,,
2021,297547,United Kingdom,Canterbury Christ Church University,1019,n/a,25.3,32.2,,,,
2021,294544,Austria,Central European University,1020,n/a,89,83.5,61.3,,19.4,
2021,294966,Taiwan,Chung Yuan Christian University,1021,n/a,,,,,,
2021,297338,Denmark,Copenhagen Business School,1022,n/a,65.5,85.9,,41.7,,19.1
2021,294511,United Kingdom,Cranfield University,1023,n/a,100,99.7,99.5,46.5,,25.1
2021,293350,Syria,Damascus University,1024,n/a,,,,,,
2021,294276,Indonesia,Diponegoro University,1025,n/a,,17.2,,,,
2021,294676,Turkey,Dokuz Eylul Universitesi,1026,n/a,,,,,,
2021,294496,Japan,Doshisha University,1027,n/a,,20,,,,
2021,295112,Kazakhstan,Karaganda Buketov University,1028,n/a,,,26.3,,,
2021,297371,Turkey,EGE UNIVERSITY,1029,n/a,,,,,,
2021,884382,France,ESCP Business School - Paris,1030,n/a,83.9,83.5,,,,41.5
2021,293366,Ecuador,Escuela Superior Politécnica del Litoral (ESPOL),1031,n/a,,23.6,,,,
2021,294440,France,ESSEC Business School,1032,n/a,88.5,99.6,,40.6,,60.8
2021,294650,Taiwan,Feng Chia University,1033,n/a,,,,,,
2021,294370,Taiwan,Fu Jen Catholic University,1034,n/a,17.5,,,,,
2021,294695,Turkey,Gazi Üniversitesi,1035,n/a,,,,,,
2021,295539,Egypt,German University in Cairo,1036,n/a,,,,,,
2021,296626,France,Institut polytechnique de Grenoble - Grenoble Institute of Technology,1037,n/a,74.9,35.5,,,,26.2
2021,294323,Vietnam,Hanoi University of Science and Technology,1038,n/a,,,,,,
2021,295397,France,HEC Paris School of Management,1039,n/a,89,83.5,,,,89.7
2021,297623,Egypt,Helwan University ,1040,n/a,,,,,,
2021,378173,France,IMT Atlantique,1041,n/a,99.4,64.7,92.6,,,37.7
2021,294228,France,INSEAD,1042,n/a,89,83.5,39.5,,21.4,84.6
2021,296386,Turkey,Izmir Institute of Technology (IZTECH),1043,n/a,,,,,,
2021,295743,India,Jamia Hamdard,1044,n/a,,,,,,
2021,294191,India,Jawaharlal Nehru University,1045,n/a,,,26.5,23.8,28.3,
2021,294162,Sweden,Karolinska Institutet,1046,n/a,45.3,91.8,99.8,90,39.7,
2021,295101,Saudi Arabia,King Abdullah University of Science & Technology (KAUST),1047,n/a,100,100,78.2,100,22.6,
2021,294904,Thailand,King Mongkut's Institute of Technology Ladkrabang,1048,n/a,,,,,,19.3
2021,296379,United Kingdom,Leeds Beckett University,1049,n/a,22.2,27.2,,,,
2021,294036,United Kingdom,London Business School,1050,n/a,100,100,,77.8,21.2,85.8
2021,294203,Uganda,Makerere University,1052,n/a,,,,,,
2021,297627,Egypt,Mansoura University,1053,n/a,,,,,,
2021,297604,United States,Marquette University,1054,n/a,,,26.2,,,
2021,294921,Japan,Meiji University,1055,n/a,,,,,,20
2021,297587,United States,Miami University,1056,n/a,22.8,,,,,
2021,294197,Iraq,Mustansiriyah University,1057,n/a,,,23.9,,,
2021,294961,Taiwan,National Dong Hwa University,1058,n/a,16.4,,,,,
2021,294960,Taiwan,National Taiwan Ocean University,1059,n/a,,,,,,
2021,309517,Ukraine,National University of Kyiv-Mohyla Academy (NaUKMA),1060,n/a,,,27.6,,,
2021,296681,South Africa,North-West University,1061,n/a,,,,,,
2021,294655,United States,Northern Arizona University,1062,n/a,,,,,,
2021,297305,India,Panjab University,1063,n/a,,,,,,
2021,293765,Kazakhstan,Toraighyrov University,1064,n/a,,,,,,
2021,293381,Brazil,"Pontifícia Universidade Católica do Rio Grande do Sul, PUCRS",1065,n/a,,,,,,
2021,294932,Japan,Rikkyo University,1066,n/a,,,,,,
2021,296016,Russia,Russian State University for the Humanities ,1067,n/a,,,,,,
2021,294087,Kazakhstan,Saken Seifullin Kazakh Agrotechnical University,1068,n/a,,,26.6,,,
2021,295576,Italy,Scuola Normale Superiore,1069,n/a,20.9,27.8,100,69.4,27.8,
2021,297078,Italy,Sant'Anna - Scuola Universitaria Superiore Pisa,1070,n/a,50.9,,97.4,87.9,,
2021,295883,South Korea,Seoul National University of Science and Technology,1071,n/a,,,,,,
2021,296802,Iran,Shahid Beheshti University (SBU),1072,n/a,,,,25.5,,
2021,296923,Russia,"Siberian Federal University, SibFU",1073,n/a,,40.1,,,,
2021,296369,United Kingdom,"St George's, University of London",1074,n/a,58.9,50.9,52.4,58.4,,
2021,294460,Russia,Saint-Petersburg Mining University,1075,n/a,17.1,,,,,
2021,297279,Sweden,Stockholm School of Economics,1076,n/a,26.3,86.3,,56.6,,21.3
2021,294720,Thailand,Suranaree University of Technology,1077,n/a,,,,,,
2021,294958,Taiwan,Tamkang University,1078,n/a,,,,,,
2021,371267,Romania,Technical University of Cluj-Napoca,1079,n/a,,,,,,
2021,295810,Czechia,VSB - Technical University of Ostrava,1080,n/a,27.3,,,,,
2021,295810,,VSB - Technical University of Ostrava,1081,n/a,99.3,95.4,98.4,34.7,,46.6
2021,295579,India,Thapar Institute of Engineering & Technology,1082,n/a,,,,28.3,,
2021,295132,Romania,"The ""Gheorghe Asachi"" Technical University of Iasi",1083,n/a,,,,,,
2021,295873,Jordan,The Hashemite University,1084,n/a,,,,,,
2021,295802,Vietnam,Ton Duc Thang University,1085,n/a,,50.2,,,,
2021,294959,Taiwan,Tunghai University,1086,n/a,,,,,,
2021,293386,Chile,Universidad Andrés Bello,1087,n/a,,,,,,
2021,296851,Mexico,Universidad Autónoma de Baja California,1088,n/a,,,,,,
2021,295884,Chile,Universidad Autónoma de Chile,1089,n/a,,,,,,
2021,296849,Mexico,Universidad Autónoma de Nuevo León,1090,n/a,,,,,,19
2021,293402,Mexico,Universidad Autónoma de Querétaro (UAQ),1091,n/a,,,,,,
2021,293403,Mexico,Universidad Autónoma de San Luis de Potosí,1092,n/a,,,,,,
2021,296855,Mexico,Universidad Autonoma de Yucatan,1093,n/a,,,,,,
2021,293411,Mexico,Universidad Autónoma del Estado de Morelos (UAEM),1094,n/a,,,,,,
2021,293694,Bolivia,"Universidad Católica Boliviana ""San Pablo""",1095,n/a,,,,,,
2021,293416,Colombia,Universidad Católica de Colombia ,1096,n/a,,,,,,
2021,294407,Argentina,Universidad Católica de Córdoba,1097,n/a,,,29,,,
2021,293422,Chile,Universidad Católica del Norte,1098,n/a,,16.9,,,,
2021,293427,Ecuador,Universidad Central del Ecuador,1099,n/a,,,,,,
2021,296455,Spain,Universidad de Castilla-La Mancha,1100,n/a,,,,,,
2021,296850,Mexico,Universidad de Guanajuato,1101,n/a,,,,,,
2021,296837,Chile,Universidad de La Frontera (UFRO),1102,n/a,,,,,,
2021,296883,Colombia,Universidad de La Salle,1103,n/a,,,,,,
2021,293763,Ecuador,Universidad de las Fuerzas Armadas ESPE (Ex - Escuela Politécnica del Ejército),1104,n/a,,,,,,
2021,296886,Peru,Universidad de Lima,1105,n/a,,,,,,34.5
2021,295188,Colombia,Universidad de Medellín,1106,n/a,,,,,,
2021,296862,Mexico,Universidad de Monterrey (UDEM),1107,n/a,,,,,,
2021,293456,Panama,Universidad de Panamá - UP,1108,n/a,,,,,,
2021,293458,Puerto Rico,Universidad de Puerto Rico,1109,n/a,,,,,,
2021,296853,Mexico,Universidad de Sonora,1110,n/a,,,,,,
2021,296836,Chile,Universidad de Talca,1111,n/a,,19.2,,,,
2021,293464,Chile,Universidad de Valparaíso (UV),1112,n/a,,,,,,
2021,296835,Chile,Universidad del Bío-Bío,1113,n/a,,,,,,
2021,295087,Chile,Universidad del Desarrollo (UDD),1114,n/a,,,,,,18.6
2021,293472,Colombia,Universidad del Norte ,1115,n/a,,,,,,25.8
2021,293473,Peru,Universidad del Pacífico,1116,n/a,,,,,,36.1
2021,293483,Colombia,Universidad Industrial de Santander - UIS,1117,n/a,,,,,,27
2021,293690,Bolivia,Universidad Mayor de San Andrés (UMSA),1118,n/a,,,,,,
2021,294860,Venezuela,Universidad Metropolitana,1119,n/a,,,,,,20.1
2021,296890,Peru,Universidad Nacional Agraria la Molina,1120,n/a,,,,,,
2021,293496,Paraguay,Universidad Nacional de la Asunción,1121,n/a,,,27.9,,,
2021,296830,Argentina,Universidad Nacional de Cuyo,1122,n/a,16.9,,,,,
2021,296831,Argentina,Universidad Nacional de Mar del Plata,1123,n/a,,,,,,
2021,294405,Argentina,Universidad Nacional de Quilmes,1124,n/a,,,,,,
2021,293816,Argentina,Universidad Nacional de San Martín (UNSAM),1125,n/a,,,,,,
2021,296829,Argentina,Universidad Nacional de Tucumà¡n,1126,n/a,,,,,,
2021,296827,Argentina,Universidad Nacional del Litoral,1127,n/a,,,,,,
2021,293502,Argentina,Universidad Nacional del Sur,1128,n/a,,,,,,
2021,296889,Peru,Universidad Peruana de Ciencias Aplicadas,1129,n/a,,,,,,26.8
2021,296404,Spain,Universidad Rey Juan Carlos,1130,n/a,,,,,,
2021,296452,Spain,Universidade de Vigo,1131,n/a,,,,19.7,,
2021,293529,Brazil,Universidade do Estado do Rio de Janeiro (UERJ),1132,n/a,,,,,,
2021,293533,Brazil,Universidade Estadual de Londrina,1133,n/a,,,,,,
2021,296869,Brazil,Universidade Federal da Bahia,1134,n/a,,,,,,
2021,293555,Brazil,Universidade Federal de Santa Maria,1135,n/a,,,,,,
2021,293561,Brazil,Universidade Federal de Viçosa (UFV),1136,n/a,,,,,,
2021,296870,Brazil,Universidade Federal do Ceará (UFC),1137,n/a,,,,,,
2021,296852,Brazil,Universidade Federal Fluminense ,1138,n/a,,,,,,
2021,294596,Italy,Bocconi University,1139,n/a,32.2,44.3,,,24.8,81.3
2021,296962,Indonesia,Universitas Muhammadiyah Surakarta,1140,n/a,,,,,,
2021,296568,Germany,Universität Siegen,1141,n/a,20.1,32.3,,,,
2021,294577,France,Université de Caen Normandie,1142,n/a,,,,,,
2021,296419,France,Université de Poitiers,1143,n/a,33.8,,,,,
2021,296636,France,Université de Technologie de Compiègne (UTC),1144,n/a,32.1,,38.3,22.5,,18
2021,293988,France,Université Jean Moulin Lyon 3,1145,n/a,32.3,27.1,,,,
2021,293990,France,Université Lumière Lyon 2,1146,n/a,,24.5,,,,
2021,295836,Morocco,Université Mohammed V de Rabat,1147,n/a,,,,,,
2021,297532,France,Université Paris-Nanterre,1148,n/a,,,,,,
2021,294957,Malaysia,Universiti Malaysia Terengganu (UMT),1149,n/a,,,,,,
2021,297086,Italy,Università degli studi di Bergamo,1150,n/a,,17.3,,,,
2021,297054,Pakistan,"University of Agriculture, Faisalabad ",1151,n/a,,,,21.2,,
2021,295212,United States,University of Arkansas Fayetteville ,1152,n/a,,,,19.2,,
2021,295974,Iraq,University of Babylon,1153,n/a,,,,,,
2021,294199,Iraq,University of Basrah,1154,n/a,,,,,,
2021,295204,Serbia,University of Belgrade,1155,n/a,,,,,,
2021,297069,Indonesia,Universitas Brawijaya ,1156,n/a,,,,,,
2021,294566,United States,"University of California, San Francisco",1157,n/a,,44.3,100,48.7,42.2,
2021,294522,Sri Lanka,University of Colombo,1158,n/a,,,,,,
2021,297572,Czechia,Prague University of Economics and Business,1159,n/a,60.4,,,,,18.7
2021,294208,Ghana,University of Ghana,1160,n/a,,,,,,
2021,297411,Pakistan,University of Karachi,1161,n/a,,,,,,
2021,294092,Pakistan,The University of Lahore,1162,n/a,,,,,,
2021,295221,United States,University of Montana Missoula ,1163,n/a,,,,23.6,,
2021,294841,India,University of Mumbai,1164,n/a,,,,,,23.9
2021,294204,Kenya,University of Nairobi,1165,n/a,,,,,,
2021,888038,Serbia,University of Niš,1166,n/a,,,,,,
2021,293617,Serbia,University of Novi Sad,1167,n/a,,,,,,
2021,297529,Czechia,University of Ostrava,1168,n/a,,21.5,25.2,,,
2021,294668,Sri Lanka,University of Peradeniya ,1169,n/a,,,,,,
2021,297118,United States,University of San Francisco,1170,n/a,28.9,,,,,
2021,293747,Bosnia & Herzegovina,University of Sarajevo ,1171,n/a,,,,,,
2021,296499,Poland,University of Silesia in Katowice,1172,n/a,,,,,,
2021,888034,Croatia,University of Split,1173,n/a,,,,,,
2021,296380,United Kingdom,University of the Arts London,1174,n/a,100,48.3,,,,
2021,297598,South Africa,University of the Western Cape,1175,n/a,,24.1,,19.6,,
2021,297539,Czechia,University of West Bohemia ,1176,n/a,,,,,,
2021,296924,Romania,University POLITEHNICA of Bucharest,1177,n/a,,,,,,
2021,297240,France,Université Toulouse - Jean Jaurès,1178,n/a,25.5,31.9,,,,
2021,297297,India,"Vellore Institute of Technology (VIT), Vellore, India",1179,n/a,,,,,,
2021,296472,Russia,Voronezh State University,1180,n/a,26.3,,27,,,
2021,294091,Poland,Warsaw University of Life Sciences  SGGW (WULS-SGGW),1181,n/a,,,25.4,,,
2021,297190,Israel,Weizmann Institute of Science,1182,n/a,,,100,76.4,19.9,
2021,296481,Romania,Universitatea de Vest din Timisoara /  West University of Timisoara,1183,n/a,,,,,,
2021,294131,Germany,WHU - Otto Beisheim School of Management ,1184,n/a,,98.6,25.2,45.1,,23.8
2021,297384,Jordan,Yarmouk University,1185,n/a,,,,,,
2021,309595,Turkey,Yildiz Technical University,1186,n/a,,,,,,
